entity,code,year,is_aggregate,continent,auto_powerhouse,ev_sales,ev_sales_share,ev_stock,bev_share_ev_cars,phev_fcev_share_ev_cars,yoy_sales_growth_pct,global_sales_share_pct,sales_share_tier,tipping_year,years_since_tipping,rank_sales_in_year,rank_stock_in_year
United Kingdom,GBR,2019,False,Europe,True,75000.0,3.2,251000.0,50.66667,49.33333,20.967741935483875,3.6057692307692304,Early (1-5%),2020.0,-1.0,5.0,5.0
United Kingdom,GBR,2020,False,Europe,True,178000.0,11.0,410000.0,61.79775,38.20225,137.33333333333334,5.973154362416108,Growth (5-20%),2020.0,0.0,5.0,5.0
United Kingdom,GBR,2021,False,Europe,True,310000.0,18.0,710000.0,61.29032,38.70968,74.15730337078652,4.696969696969696,Growth (5-20%),2020.0,1.0,4.0,4.0
United Kingdom,GBR,2022,False,Europe,True,370000.0,22.0,950000.0,72.97297,27.027029999999996,19.354838709677423,3.6274509803921573,Mainstream (20-50%),2020.0,2.0,4.0,5.0
United Kingdom,GBR,2023,False,Europe,True,450000.0,23.0,1580000.0,68.88889,31.111109999999996,21.62162162162162,3.2846715328467155,Mainstream (20-50%),2020.0,3.0,5.0,4.0
United Kingdom,GBR,2024,False,Europe,True,550000.0,27.0,1990000.0,69.09091,30.909090000000006,22.222222222222232,3.1428571428571432,Mainstream (20-50%),2020.0,4.0,4.0,4.0
United Kingdom,GBR,2025,False,Europe,True,700000.0,35.0,2460000.0,67.14286,32.85714,27.27272727272727,3.30188679245283,Mainstream (20-50%),2020.0,5.0,4.0,4.0
United States,USA,2010,False,Americas,True,1200.0,0.012,3800.0,100.0,0.0,,16.10738255033557,Nascent (<1%),2022.0,-12.0,3.0,2.0
United States,USA,2011,False,Americas,True,17800.0,0.15,22000.0,55.05618,44.94382,1383.3333333333335,36.3265306122449,Nascent (<1%),2022.0,-11.0,1.0,2.0
United States,USA,2012,False,Americas,True,54000.0,0.42,75000.0,27.77778,72.22222,203.3707865168539,45.378151260504204,Nascent (<1%),2022.0,-10.0,1.0,1.0
United States,USA,2013,False,Americas,True,97000.0,0.71,172000.0,49.48454,50.51546,79.62962962962963,48.258706467661696,Nascent (<1%),2022.0,-9.0,1.0,1.0
United States,USA,2014,False,Americas,True,118000.0,0.77,290000.0,53.38983,46.61017,21.649484536082465,35.75757575757576,Nascent (<1%),2022.0,-8.0,1.0,1.0
United States,USA,2015,False,Americas,True,114000.0,0.7,400000.0,62.2807,37.7193,-3.3898305084745783,21.923076923076923,Nascent (<1%),2022.0,-7.0,2.0,1.0
United States,USA,2016,False,Americas,True,160000.0,0.99,570000.0,54.375,45.625,40.35087719298245,20.51282051282051,Nascent (<1%),2022.0,-6.0,2.0,2.0
United States,USA,2017,False,Americas,True,194000.0,1.3,760000.0,51.54639,48.45361,21.249999999999993,16.166666666666664,Early (1-5%),2022.0,-5.0,2.0,2.0
United States,USA,2018,False,Americas,True,360000.0,2.3,1120000.0,66.66667,33.333330000000004,85.56701030927836,17.560975609756095,Early (1-5%),2022.0,-4.0,2.0,2.0
United States,USA,2019,False,Americas,True,325000.0,2.1,1450000.0,73.84615,26.153850000000006,-9.722222222222221,15.625,Early (1-5%),2022.0,-3.0,2.0,2.0
United States,USA,2020,False,Americas,True,294000.0,2.3,1740000.0,78.23129,21.76871,-9.53846153846154,9.865771812080537,Early (1-5%),2022.0,-2.0,3.0,2.0
United States,USA,2021,False,Americas,True,630000.0,4.7,2220000.0,74.60317,25.396829999999994,114.28571428571428,9.545454545454547,Early (1-5%),2022.0,-1.0,3.0,2.0
United States,USA,2022,False,Americas,True,990000.0,7.7,3010000.0,80.80808,19.191919999999996,57.14285714285714,9.705882352941178,Growth (5-20%),2022.0,0.0,2.0,2.0
United States,USA,2023,False,Americas,True,1390000.0,9.7,4800000.0,79.13669,20.86331,40.4040404040404,10.145985401459855,Growth (5-20%),2022.0,1.0,2.0,2.0
United States,USA,2024,False,Americas,True,1520000.0,10.0,6300000.0,78.94737,21.052629999999994,9.35251798561152,8.685714285714285,Growth (5-20%),2022.0,2.0,2.0,2.0
United States,USA,2025,False,Americas,True,1530000.0,10.0,7800000.0,78.43137,21.56863,0.6578947368421018,7.216981132075471,Growth (5-20%),2022.0,3.0,2.0,2.0
Uzbekistan,UZB,2023,False,Asia-Pacific,False,9960.0,,9960.0,7.630522,92.369478,,0.0727007299270073,,,,40.0,39.0
Uzbekistan,UZB,2024,False,Asia-Pacific,False,22600.0,,32400.0,24.77876,75.22124,126.90763052208834,0.12914285714285714,,,,34.0,36.0
Uzbekistan,UZB,2025,False,Asia-Pacific,False,30000.0,,63000.0,33.33333,66.66667000000001,32.74336283185841,0.14150943396226415,,,,34.0,35.0
Vietnam,VNM,2018,False,Asia-Pacific,False,3.0,,3.0,100.0,0.0,,0.00014634146341463414,,,,52.0,41.0
Vietnam,VNM,2019,False,Asia-Pacific,False,,,3.0,,,,,,,,,42.0
Vietnam,VNM,2020,False,Asia-Pacific,False,,,3.0,,,,,,,,,42.0
Vietnam,VNM,2021,False,Asia-Pacific,False,85.0,,88.0,100.0,0.0,,0.001287878787878788,,,,56.0,42.0
Vietnam,VNM,2022,False,Asia-Pacific,False,7319.0,,7419.0,99.7404,0.25960000000000605,8510.588235294117,0.07175490196078432,,,,38.0,36.0
Vietnam,VNM,2023,False,Asia-Pacific,False,32064.0,,39083.0,99.8004,0.19960000000000377,338.09263560595707,0.23404379562043795,,,,27.0,31.0
Vietnam,VNM,2024,False,Asia-Pacific,False,69084.0,,110170.0,99.87841,0.12158999999999764,115.45658682634729,0.3947657142857143,,,,23.0,29.0
Vietnam,VNM,2025,False,Asia-Pacific,False,180077.0,,280240.0,99.95724,0.04276000000000124,160.6638295408488,0.8494198113207547,,,,11.0,26.0
World,OWID_WRL,2010,True,,False,7450.0,0.012,39000.0,93.95973,6.040270000000007,,,Nascent (<1%),2021.0,-11.0,,
World,OWID_WRL,2011,True,,False,49000.0,0.072,95000.0,81.63265,18.367350000000002,557.7181208053692,,Nascent (<1%),2021.0,-10.0,,
World,OWID_WRL,2012,True,,False,119000.0,0.17,219000.0,49.57983,50.42017,142.85714285714283,,Nascent (<1%),2021.0,-9.0,,
World,OWID_WRL,2013,True,,False,201000.0,0.29,420000.0,54.72637,45.27363,68.90756302521008,,Nascent (<1%),2021.0,-8.0,,
World,OWID_WRL,2014,True,,False,330000.0,0.44,730000.0,60.60606,39.39394,64.17910447761194,,Nascent (<1%),2021.0,-7.0,,
World,OWID_WRL,2015,True,,False,520000.0,0.68,1270000.0,63.46154,36.53846,57.57575757575757,,Nascent (<1%),2021.0,-6.0,,
World,OWID_WRL,2016,True,,False,780000.0,0.95,2030000.0,60.25641,39.74359,50.0,,Nascent (<1%),2021.0,-5.0,,
World,OWID_WRL,2017,True,,False,1200000.0,1.4,3100000.0,63.33333,36.66667,53.846153846153854,,Early (1-5%),2021.0,-4.0,,
World,OWID_WRL,2018,True,,False,2050000.0,2.4,5100000.0,68.29268,31.707319999999996,70.83333333333333,,Early (1-5%),2021.0,-3.0,,
World,OWID_WRL,2019,True,,False,2080000.0,2.7,7100000.0,72.11538,27.884619999999998,1.4634146341463428,,Early (1-5%),2021.0,-2.0,,
World,OWID_WRL,2020,True,,False,2980000.0,4.4,10200000.0,67.11409,32.885909999999996,43.269230769230774,,Early (1-5%),2021.0,-1.0,,
World,OWID_WRL,2021,True,,False,6600000.0,9.3,16200000.0,71.21212,28.78788,121.4765100671141,,Growth (5-20%),2021.0,0.0,,
World,OWID_WRL,2022,True,,False,10200000.0,15.0,25800000.0,71.56863,28.43137,54.54545454545454,,Growth (5-20%),2021.0,1.0,,
World,OWID_WRL,2023,True,,False,13700000.0,18.0,40000000.0,69.34307,30.656930000000003,34.31372549019607,,Growth (5-20%),2021.0,2.0,,
World,OWID_WRL,2024,True,,False,17500000.0,21.0,56000000.0,62.85714,37.14286,27.737226277372272,,Mainstream (20-50%),2021.0,3.0,,
World,OWID_WRL,2025,True,,False,21200000.0,25.0,76000000.0,66.03774,33.96226,21.142857142857153,,Mainstream (20-50%),2021.0,4.0,,
